Audit_Hash_ID,Enterprise_Client,Infrastructure_Layer,Threat_Classification,Traffic_Volume_GB,Neural_Threat_Index,Breach_Compliance_Flag
SEC_MD5_002864,Alphabet Inc.,API Gateway Endpoint,Zero-Day Vulnerability,14.505,71.46,0
SEC_MD5_002865,Amazon Web Services,API Gateway Endpoint,Vector Injection,6.869,21.73,0
SEC_MD5_002866,Alphabet Inc.,IAM Authentication Layer,Zero-Day Vulnerability,17.33,45.85,0
SEC_MD5_002867,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,23.299,74.23,1
SEC_MD5_002868,Alphabet Inc.,IAM Authentication Layer,Exfiltration Attempt,9.458,49.97,0
SEC_MD5_002869,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,17.807,83.07,1
SEC_MD5_002870,Apple Inc.,IAM Authentication Layer,Exfiltration Attempt,7.454,31.61,0
SEC_MD5_002871,Microsoft Corp.,Edge Computing Node,Vector Injection,33.514,85.02,1
SEC_MD5_002872,Alphabet Inc.,Distributed Core Database,Exfiltration Attempt,26.508,66.98,0
SEC_MD5_002873,Alphabet Inc.,Edge Computing Node,Vector Injection,9.768,45.7,0
SEC_MD5_002874,Amazon Web Services,Edge Computing Node,Vector Injection,6.885,43.76,0
SEC_MD5_002875,Amazon Web Services,IAM Authentication Layer,Zero-Day Vulnerability,7.684,39.15,0
SEC_MD5_002876,Meta Platforms,Edge Computing Node,Token Hijacking,8.787,64.13,0
SEC_MD5_002877,Amazon Web Services,Distributed Core Database,Token Hijacking,55.478,100.0,1
SEC_MD5_002878,Apple Inc.,Distributed Core Database,Vector Injection,6.509,43.4,0
SEC_MD5_002879,Meta Platforms,Distributed Core Database,Vector Injection,7.064,52.84,0
SEC_MD5_002880,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,7.612,55.81,0
SEC_MD5_002881,Microsoft Corp.,IAM Authentication Layer,Zero-Day Vulnerability,12.493,66.03,0
SEC_MD5_002882,Meta Platforms,API Gateway Endpoint,Exfiltration Attempt,16.143,64.87,0
SEC_MD5_002883,Alphabet Inc.,IAM Authentication Layer,Vector Injection,44.143,95.7,1
SEC_MD5_002884,Meta Platforms,Edge Computing Node,Vector Injection,6.293,47.67,0
SEC_MD5_002885,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,21.365,86.35,1
SEC_MD5_002886,Meta Platforms,Distributed Core Database,Token Hijacking,16.066,46.46,0
SEC_MD5_002887,Amazon Web Services,Distributed Core Database,Token Hijacking,7.894,39.31,0
SEC_MD5_002888,Amazon Web Services,IAM Authentication Layer,Zero-Day Vulnerability,7.644,50.51,0
SEC_MD5_002889,Alphabet Inc.,Edge Computing Node,Token Hijacking,36.205,100.0,1
SEC_MD5_002890,Microsoft Corp.,Edge Computing Node,Zero-Day Vulnerability,11.254,49.72,0
SEC_MD5_002891,Apple Inc.,API Gateway Endpoint,Zero-Day Vulnerability,3.776,44.45,0
SEC_MD5_002892,Amazon Web Services,IAM Authentication Layer,Vector Injection,18.918,70.49,0
SEC_MD5_002893,Amazon Web Services,Distributed Core Database,Vector Injection,42.924,100.0,1
SEC_MD5_002894,Microsoft Corp.,Edge Computing Node,Token Hijacking,18.07,86.77,1
SEC_MD5_002895,Meta Platforms,Distributed Core Database,Token Hijacking,17.445,65.3,0
SEC_MD5_002896,Amazon Web Services,API Gateway Endpoint,Exfiltration Attempt,10.474,57.39,0
SEC_MD5_002897,Alphabet Inc.,IAM Authentication Layer,Vector Injection,8.682,35.63,0
SEC_MD5_002898,Microsoft Corp.,API Gateway Endpoint,Exfiltration Attempt,26.22,92.91,1
SEC_MD5_002899,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,19.449,56.03,0
SEC_MD5_002900,Microsoft Corp.,Edge Computing Node,Token Hijacking,10.073,49.74,0
SEC_MD5_002901,Amazon Web Services,Distributed Core Database,Exfiltration Attempt,20.062,52.59,0
SEC_MD5_002902,Microsoft Corp.,Edge Computing Node,Vector Injection,6.589,48.81,0
SEC_MD5_002903,Microsoft Corp.,Distributed Core Database,Zero-Day Vulnerability,34.967,91.21,1
SEC_MD5_002904,Apple Inc.,API Gateway Endpoint,Exfiltration Attempt,22.574,68.55,0
SEC_MD5_002905,Meta Platforms,API Gateway Endpoint,Zero-Day Vulnerability,6.903,33.41,0
SEC_MD5_002906,Microsoft Corp.,API Gateway Endpoint,Vector Injection,137.032,100.0,1
SEC_MD5_002907,Microsoft Corp.,Distributed Core Database,Token Hijacking,13.416,47.96,0
SEC_MD5_002908,Alphabet Inc.,API Gateway Endpoint,Zero-Day Vulnerability,11.042,34.37,0
SEC_MD5_002909,Meta Platforms,IAM Authentication Layer,Vector Injection,11.683,53.13,0
SEC_MD5_002910,Alphabet Inc.,Distributed Core Database,Zero-Day Vulnerability,18.578,56.56,0
SEC_MD5_002911,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,6.6,48.4,0
SEC_MD5_002912,Alphabet Inc.,Distributed Core Database,Token Hijacking,32.032,69.63,0
SEC_MD5_002913,Alphabet Inc.,Edge Computing Node,Zero-Day Vulnerability,12.225,70.34,0
SEC_MD5_002914,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,9.11,61.11,0
SEC_MD5_002915,Apple Inc.,API Gateway Endpoint,Token Hijacking,9.877,53.46,0
SEC_MD5_002916,Meta Platforms,API Gateway Endpoint,Exfiltration Attempt,34.718,89.19,1
SEC_MD5_002917,Microsoft Corp.,API Gateway Endpoint,Vector Injection,19.779,71.06,0
SEC_MD5_002918,Microsoft Corp.,API Gateway Endpoint,Vector Injection,4.474,33.27,0
SEC_MD5_002919,Microsoft Corp.,Distributed Core Database,Zero-Day Vulnerability,22.398,88.53,1
SEC_MD5_002920,Amazon Web Services,IAM Authentication Layer,Token Hijacking,8.871,39.44,0
SEC_MD5_002921,Amazon Web Services,IAM Authentication Layer,Token Hijacking,30.006,97.51,1
SEC_MD5_002922,Meta Platforms,API Gateway Endpoint,Token Hijacking,4.419,25.9,0
SEC_MD5_002923,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,29.484,97.47,1
SEC_MD5_002924,Amazon Web Services,Edge Computing Node,Vector Injection,12.552,61.28,0
SEC_MD5_002925,Amazon Web Services,API Gateway Endpoint,Zero-Day Vulnerability,38.047,100.0,1
SEC_MD5_002926,Microsoft Corp.,Distributed Core Database,Zero-Day Vulnerability,12.628,59.11,0
SEC_MD5_002927,Amazon Web Services,IAM Authentication Layer,Zero-Day Vulnerability,7.024,43.8,0
SEC_MD5_002928,Amazon Web Services,API Gateway Endpoint,Vector Injection,3.787,44.2,0
SEC_MD5_002929,Alphabet Inc.,Distributed Core Database,Exfiltration Attempt,13.539,63.14,0
SEC_MD5_002930,Amazon Web Services,Edge Computing Node,Token Hijacking,15.385,58.71,0
SEC_MD5_002931,Microsoft Corp.,Distributed Core Database,Token Hijacking,11.319,52.53,0
SEC_MD5_002932,Apple Inc.,API Gateway Endpoint,Vector Injection,78.767,100.0,1
SEC_MD5_002933,Microsoft Corp.,IAM Authentication Layer,Exfiltration Attempt,19.53,75.48,1
SEC_MD5_002934,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,2.575,30.7,0
SEC_MD5_002935,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,19.981,79.39,1
SEC_MD5_002936,Amazon Web Services,API Gateway Endpoint,Vector Injection,30.489,98.97,1
SEC_MD5_002937,Meta Platforms,Edge Computing Node,Vector Injection,8.355,51.63,0
SEC_MD5_002938,Amazon Web Services,API Gateway Endpoint,Exfiltration Attempt,30.475,92.26,1
SEC_MD5_002939,Amazon Web Services,API Gateway Endpoint,Vector Injection,18.013,52.91,0
SEC_MD5_002940,Alphabet Inc.,Edge Computing Node,Zero-Day Vulnerability,52.478,100.0,1
SEC_MD5_002941,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,6.847,40.54,0
SEC_MD5_002942,Microsoft Corp.,Distributed Core Database,Zero-Day Vulnerability,21.77,69.07,0
SEC_MD5_002943,Amazon Web Services,Edge Computing Node,Token Hijacking,18.956,83.66,1
SEC_MD5_002944,Amazon Web Services,Edge Computing Node,Zero-Day Vulnerability,26.885,86.22,1
SEC_MD5_002945,Apple Inc.,IAM Authentication Layer,Vector Injection,31.711,98.89,1
SEC_MD5_002946,Amazon Web Services,IAM Authentication Layer,Vector Injection,40.575,86.11,1
SEC_MD5_002947,Amazon Web Services,Edge Computing Node,Token Hijacking,44.744,100.0,1
SEC_MD5_002948,Meta Platforms,Edge Computing Node,Vector Injection,23.685,100.0,1
SEC_MD5_002949,Alphabet Inc.,API Gateway Endpoint,Token Hijacking,12.262,49.63,0
SEC_MD5_002950,Alphabet Inc.,API Gateway Endpoint,Token Hijacking,7.43,55.43,0
SEC_MD5_002951,Amazon Web Services,IAM Authentication Layer,Vector Injection,8.621,63.49,0
SEC_MD5_002952,Meta Platforms,Edge Computing Node,Zero-Day Vulnerability,6.245,55.61,0
SEC_MD5_002953,Microsoft Corp.,Distributed Core Database,Token Hijacking,18.509,58.99,0
SEC_MD5_002954,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,7.16,56.83,0
SEC_MD5_002955,Apple Inc.,API Gateway Endpoint,Vector Injection,11.903,48.48,0
SEC_MD5_002956,Alphabet Inc.,Distributed Core Database,Token Hijacking,18.844,58.12,0
SEC_MD5_002957,Microsoft Corp.,Distributed Core Database,Vector Injection,6.149,42.96,0
SEC_MD5_002958,Amazon Web Services,IAM Authentication Layer,Token Hijacking,21.312,62.31,0
SEC_MD5_002959,Amazon Web Services,Edge Computing Node,Token Hijacking,12.419,66.98,0
SEC_MD5_002960,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,29.212,68.53,0
SEC_MD5_002961,Alphabet Inc.,IAM Authentication Layer,Token Hijacking,19.023,66.27,0
SEC_MD5_002962,Alphabet Inc.,IAM Authentication Layer,Token Hijacking,3.866,32.24,0
SEC_MD5_002963,Alphabet Inc.,IAM Authentication Layer,Zero-Day Vulnerability,11.313,36.66,0
SEC_MD5_002964,Meta Platforms,Edge Computing Node,Zero-Day Vulnerability,17.45,60.44,0
SEC_MD5_002965,Microsoft Corp.,Distributed Core Database,Vector Injection,27.523,69.75,0
SEC_MD5_002966,Apple Inc.,Edge Computing Node,Exfiltration Attempt,15.299,67.3,0
SEC_MD5_002967,Alphabet Inc.,API Gateway Endpoint,Zero-Day Vulnerability,11.469,44.7,0
SEC_MD5_002968,Alphabet Inc.,Distributed Core Database,Zero-Day Vulnerability,17.336,67.6,0
SEC_MD5_002969,Alphabet Inc.,API Gateway Endpoint,Zero-Day Vulnerability,30.917,87.27,1
SEC_MD5_002970,Microsoft Corp.,IAM Authentication Layer,Vector Injection,7.058,34.65,0
SEC_MD5_002971,Alphabet Inc.,Distributed Core Database,Zero-Day Vulnerability,34.63,61.14,0
SEC_MD5_002972,Amazon Web Services,Edge Computing Node,Vector Injection,18.141,90.67,1
SEC_MD5_002973,Amazon Web Services,Edge Computing Node,Token Hijacking,15.647,51.14,0
SEC_MD5_002974,Alphabet Inc.,Edge Computing Node,Zero-Day Vulnerability,5.154,38.6,0
SEC_MD5_002975,Microsoft Corp.,IAM Authentication Layer,Exfiltration Attempt,7.594,40.84,0
SEC_MD5_002976,Meta Platforms,API Gateway Endpoint,Token Hijacking,36.505,100.0,1
SEC_MD5_002977,Apple Inc.,Distributed Core Database,Vector Injection,27.394,94.46,1
SEC_MD5_002978,Microsoft Corp.,Distributed Core Database,Vector Injection,21.176,68.53,0
SEC_MD5_002979,Apple Inc.,IAM Authentication Layer,Token Hijacking,5.729,31.09,0
SEC_MD5_002980,Apple Inc.,Distributed Core Database,Exfiltration Attempt,13.404,50.82,0
SEC_MD5_002981,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,6.597,50.06,0
SEC_MD5_002982,Meta Platforms,IAM Authentication Layer,Token Hijacking,30.209,90.77,1
SEC_MD5_002983,Amazon Web Services,API Gateway Endpoint,Vector Injection,47.625,100.0,1
SEC_MD5_002984,Meta Platforms,Distributed Core Database,Vector Injection,67.135,100.0,1
SEC_MD5_002985,Alphabet Inc.,IAM Authentication Layer,Zero-Day Vulnerability,26.421,82.12,1
SEC_MD5_002986,Amazon Web Services,API Gateway Endpoint,Exfiltration Attempt,14.002,35.17,0
SEC_MD5_002987,Amazon Web Services,API Gateway Endpoint,Zero-Day Vulnerability,13.816,58.24,0
SEC_MD5_002988,Alphabet Inc.,Edge Computing Node,Zero-Day Vulnerability,53.308,100.0,1
SEC_MD5_002989,Amazon Web Services,Distributed Core Database,Vector Injection,14.457,74.82,1
SEC_MD5_002990,Apple Inc.,API Gateway Endpoint,Token Hijacking,6.949,36.58,0
SEC_MD5_002991,Amazon Web Services,Edge Computing Node,Vector Injection,35.431,100.0,1
SEC_MD5_002992,Apple Inc.,Edge Computing Node,Vector Injection,13.375,47.62,0
SEC_MD5_002993,Amazon Web Services,Edge Computing Node,Zero-Day Vulnerability,17.394,86.96,1
SEC_MD5_002994,Apple Inc.,Distributed Core Database,Zero-Day Vulnerability,14.039,55.13,0
SEC_MD5_002995,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,19.917,79.16,1
SEC_MD5_002996,Alphabet Inc.,Distributed Core Database,Exfiltration Attempt,40.773,100.0,1
SEC_MD5_002997,Amazon Web Services,Distributed Core Database,Exfiltration Attempt,16.923,42.75,0
SEC_MD5_002998,Apple Inc.,Edge Computing Node,Vector Injection,21.856,80.94,1
SEC_MD5_002999,Meta Platforms,Edge Computing Node,Token Hijacking,11.06,42.29,0
SEC_MD5_003000,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,4.55,42.6,0
SEC_MD5_003001,Alphabet Inc.,IAM Authentication Layer,Exfiltration Attempt,11.86,29.31,0
SEC_MD5_003002,Amazon Web Services,IAM Authentication Layer,Vector Injection,18.051,55.04,0
SEC_MD5_003003,Amazon Web Services,Edge Computing Node,Vector Injection,12.122,71.33,0
SEC_MD5_003004,Alphabet Inc.,API Gateway Endpoint,Exfiltration Attempt,5.883,33.57,0
SEC_MD5_003005,Apple Inc.,API Gateway Endpoint,Zero-Day Vulnerability,35.665,100.0,1
SEC_MD5_003006,Microsoft Corp.,API Gateway Endpoint,Vector Injection,5.759,27.0,0
SEC_MD5_003007,Alphabet Inc.,IAM Authentication Layer,Token Hijacking,9.415,53.45,0
SEC_MD5_003008,Apple Inc.,Distributed Core Database,Exfiltration Attempt,15.105,58.47,0
SEC_MD5_003009,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,8.834,64.75,0
SEC_MD5_003010,Alphabet Inc.,IAM Authentication Layer,Token Hijacking,29.231,85.74,1
SEC_MD5_003011,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,5.671,49.77,0
SEC_MD5_003012,Amazon Web Services,API Gateway Endpoint,Token Hijacking,8.692,41.4,0
SEC_MD5_003013,Apple Inc.,Distributed Core Database,Vector Injection,8.485,46.77,0
SEC_MD5_003014,Microsoft Corp.,Distributed Core Database,Vector Injection,7.72,56.97,0
SEC_MD5_003015,Alphabet Inc.,Distributed Core Database,Token Hijacking,18.284,49.56,0
SEC_MD5_003016,Meta Platforms,IAM Authentication Layer,Vector Injection,21.042,78.73,1
SEC_MD5_003017,Microsoft Corp.,IAM Authentication Layer,Exfiltration Attempt,8.619,46.62,0
SEC_MD5_003018,Microsoft Corp.,IAM Authentication Layer,Vector Injection,9.414,53.51,0
SEC_MD5_003019,Microsoft Corp.,Edge Computing Node,Vector Injection,8.81,48.12,0
SEC_MD5_003020,Apple Inc.,Edge Computing Node,Zero-Day Vulnerability,15.427,58.66,0
SEC_MD5_003021,Apple Inc.,IAM Authentication Layer,Token Hijacking,18.76,59.24,0
SEC_MD5_003022,Amazon Web Services,Distributed Core Database,Token Hijacking,11.801,52.01,0
SEC_MD5_003023,Apple Inc.,Edge Computing Node,Token Hijacking,96.071,100.0,1
SEC_MD5_003024,Alphabet Inc.,IAM Authentication Layer,Vector Injection,19.76,58.98,0
SEC_MD5_003025,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,23.032,61.75,0
SEC_MD5_003026,Meta Platforms,Distributed Core Database,Exfiltration Attempt,26.208,74.57,1
SEC_MD5_003027,Apple Inc.,Distributed Core Database,Exfiltration Attempt,18.002,61.01,0
SEC_MD5_003028,Alphabet Inc.,Distributed Core Database,Zero-Day Vulnerability,15.588,43.6,0
SEC_MD5_003029,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,34.076,90.85,1
SEC_MD5_003030,Meta Platforms,Distributed Core Database,Exfiltration Attempt,27.156,75.61,1
SEC_MD5_003031,Meta Platforms,Distributed Core Database,Zero-Day Vulnerability,31.882,82.49,1
SEC_MD5_003032,Apple Inc.,IAM Authentication Layer,Token Hijacking,12.231,44.26,0
SEC_MD5_003033,Apple Inc.,IAM Authentication Layer,Exfiltration Attempt,18.596,63.78,0
SEC_MD5_003034,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,20.21,68.48,0
SEC_MD5_003035,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,7.345,42.98,0
SEC_MD5_003036,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,4.745,25.96,0
SEC_MD5_003037,Apple Inc.,Edge Computing Node,Token Hijacking,43.549,100.0,1
SEC_MD5_003038,Microsoft Corp.,API Gateway Endpoint,Vector Injection,12.072,63.15,0
SEC_MD5_003039,Meta Platforms,IAM Authentication Layer,Vector Injection,51.289,100.0,1
SEC_MD5_003040,Alphabet Inc.,API Gateway Endpoint,Vector Injection,23.236,77.28,1
SEC_MD5_003041,Meta Platforms,API Gateway Endpoint,Zero-Day Vulnerability,8.123,33.53,0
SEC_MD5_003042,Amazon Web Services,IAM Authentication Layer,Zero-Day Vulnerability,5.01,30.25,0
SEC_MD5_003043,Meta Platforms,API Gateway Endpoint,Exfiltration Attempt,8.156,46.61,0
SEC_MD5_003044,Alphabet Inc.,Edge Computing Node,Vector Injection,14.454,84.76,1
SEC_MD5_003045,Meta Platforms,IAM Authentication Layer,Token Hijacking,19.272,51.85,0
SEC_MD5_003046,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,15.117,56.84,0
SEC_MD5_003047,Alphabet Inc.,Edge Computing Node,Vector Injection,23.618,82.14,1
SEC_MD5_003048,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,20.815,74.42,1
SEC_MD5_003049,Amazon Web Services,IAM Authentication Layer,Zero-Day Vulnerability,26.831,66.53,0
SEC_MD5_003050,Amazon Web Services,Edge Computing Node,Zero-Day Vulnerability,23.443,83.53,1
SEC_MD5_003051,Amazon Web Services,IAM Authentication Layer,Exfiltration Attempt,18.964,76.05,1
SEC_MD5_003052,Microsoft Corp.,IAM Authentication Layer,Exfiltration Attempt,6.741,45.76,0
SEC_MD5_003053,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,73.123,100.0,1
SEC_MD5_003054,Microsoft Corp.,API Gateway Endpoint,Exfiltration Attempt,19.879,69.16,0
SEC_MD5_003055,Alphabet Inc.,IAM Authentication Layer,Exfiltration Attempt,14.223,61.43,0
SEC_MD5_003056,Apple Inc.,API Gateway Endpoint,Vector Injection,20.046,76.77,1
SEC_MD5_003057,Apple Inc.,IAM Authentication Layer,Token Hijacking,4.576,30.55,0
SEC_MD5_003058,Microsoft Corp.,API Gateway Endpoint,Vector Injection,16.864,54.87,0
SEC_MD5_003059,Alphabet Inc.,API Gateway Endpoint,Exfiltration Attempt,2.922,15.92,0
SEC_MD5_003060,Alphabet Inc.,IAM Authentication Layer,Token Hijacking,15.1,62.85,0
SEC_MD5_003061,Apple Inc.,Edge Computing Node,Vector Injection,26.234,70.54,0
SEC_MD5_003062,Amazon Web Services,Distributed Core Database,Vector Injection,27.704,70.62,0
SEC_MD5_003063,Meta Platforms,API Gateway Endpoint,Token Hijacking,4.248,43.46,0
SEC_MD5_003064,Microsoft Corp.,API Gateway Endpoint,Exfiltration Attempt,20.852,56.04,0
SEC_MD5_003065,Alphabet Inc.,Distributed Core Database,Token Hijacking,45.005,100.0,1
SEC_MD5_003066,Amazon Web Services,Edge Computing Node,Vector Injection,7.859,62.48,0
SEC_MD5_003067,Alphabet Inc.,Distributed Core Database,Vector Injection,18.979,60.48,0
SEC_MD5_003068,Apple Inc.,Edge Computing Node,Exfiltration Attempt,8.276,42.27,0
SEC_MD5_003069,Apple Inc.,API Gateway Endpoint,Zero-Day Vulnerability,10.439,60.89,0
SEC_MD5_003070,Amazon Web Services,Edge Computing Node,Token Hijacking,11.799,65.16,0
SEC_MD5_003071,Alphabet Inc.,API Gateway Endpoint,Exfiltration Attempt,5.924,56.4,0
SEC_MD5_003072,Microsoft Corp.,Edge Computing Node,Vector Injection,17.941,84.75,1
SEC_MD5_003073,Apple Inc.,API Gateway Endpoint,Zero-Day Vulnerability,15.489,64.87,0
SEC_MD5_003074,Meta Platforms,Edge Computing Node,Zero-Day Vulnerability,37.674,95.1,1
SEC_MD5_003075,Meta Platforms,Edge Computing Node,Vector Injection,23.135,88.99,1
SEC_MD5_003076,Meta Platforms,API Gateway Endpoint,Vector Injection,19.39,76.99,1
SEC_MD5_003077,Alphabet Inc.,IAM Authentication Layer,Exfiltration Attempt,9.26,40.48,0
SEC_MD5_003078,Meta Platforms,Distributed Core Database,Token Hijacking,7.022,46.86,0
SEC_MD5_003079,Microsoft Corp.,Distributed Core Database,Exfiltration Attempt,43.03,100.0,1
SEC_MD5_003080,Apple Inc.,API Gateway Endpoint,Exfiltration Attempt,17.988,75.42,1
SEC_MD5_003081,Amazon Web Services,API Gateway Endpoint,Exfiltration Attempt,9.727,51.3,0
SEC_MD5_003082,Meta Platforms,IAM Authentication Layer,Token Hijacking,33.871,96.79,1
SEC_MD5_003083,Meta Platforms,API Gateway Endpoint,Zero-Day Vulnerability,9.063,54.17,0
SEC_MD5_003084,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,29.875,76.9,1
SEC_MD5_003085,Amazon Web Services,API Gateway Endpoint,Exfiltration Attempt,5.235,22.66,0
SEC_MD5_003086,Apple Inc.,IAM Authentication Layer,Token Hijacking,20.824,67.39,0
SEC_MD5_003087,Alphabet Inc.,IAM Authentication Layer,Zero-Day Vulnerability,23.527,66.08,0
SEC_MD5_003088,Amazon Web Services,API Gateway Endpoint,Token Hijacking,8.317,44.41,0
SEC_MD5_003089,Alphabet Inc.,Distributed Core Database,Zero-Day Vulnerability,4.893,36.51,0
SEC_MD5_003090,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,48.533,100.0,1
SEC_MD5_003091,Alphabet Inc.,IAM Authentication Layer,Exfiltration Attempt,15.574,40.17,0
SEC_MD5_003092,Alphabet Inc.,Edge Computing Node,Zero-Day Vulnerability,14.415,61.82,0
SEC_MD5_003093,Apple Inc.,Distributed Core Database,Exfiltration Attempt,26.513,79.83,1
SEC_MD5_003094,Amazon Web Services,API Gateway Endpoint,Token Hijacking,36.24,95.01,1
SEC_MD5_003095,Meta Platforms,IAM Authentication Layer,Exfiltration Attempt,19.611,73.99,1
SEC_MD5_003096,Microsoft Corp.,Edge Computing Node,Vector Injection,21.282,91.49,1
SEC_MD5_003097,Apple Inc.,IAM Authentication Layer,Exfiltration Attempt,10.667,41.56,0
SEC_MD5_003098,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,10.537,47.43,0
SEC_MD5_003099,Meta Platforms,Edge Computing Node,Token Hijacking,5.811,66.19,0
SEC_MD5_003100,Microsoft Corp.,Distributed Core Database,Exfiltration Attempt,23.872,77.11,1
SEC_MD5_003101,Alphabet Inc.,IAM Authentication Layer,Vector Injection,4.898,26.5,0
SEC_MD5_003102,Amazon Web Services,API Gateway Endpoint,Exfiltration Attempt,22.433,79.88,1
SEC_MD5_003103,Meta Platforms,IAM Authentication Layer,Vector Injection,13.774,64.67,0
SEC_MD5_003104,Microsoft Corp.,IAM Authentication Layer,Zero-Day Vulnerability,18.583,57.2,0
SEC_MD5_003105,Microsoft Corp.,Distributed Core Database,Zero-Day Vulnerability,16.681,59.8,0
SEC_MD5_003106,Microsoft Corp.,Distributed Core Database,Token Hijacking,6.323,49.14,0
SEC_MD5_003107,Microsoft Corp.,IAM Authentication Layer,Vector Injection,11.78,72.99,1
SEC_MD5_003108,Apple Inc.,Distributed Core Database,Zero-Day Vulnerability,59.301,100.0,1
SEC_MD5_003109,Amazon Web Services,Edge Computing Node,Token Hijacking,31.467,84.05,1
SEC_MD5_003110,Meta Platforms,API Gateway Endpoint,Zero-Day Vulnerability,32.413,83.59,1
SEC_MD5_003111,Apple Inc.,API Gateway Endpoint,Exfiltration Attempt,34.611,98.8,1
SEC_MD5_003112,Apple Inc.,IAM Authentication Layer,Vector Injection,6.92,60.45,0
SEC_MD5_003113,Microsoft Corp.,Distributed Core Database,Vector Injection,11.073,73.32,1
SEC_MD5_003114,Amazon Web Services,Edge Computing Node,Vector Injection,12.149,56.49,0
SEC_MD5_003115,Amazon Web Services,IAM Authentication Layer,Exfiltration Attempt,25.08,71.59,0
SEC_MD5_003116,Alphabet Inc.,IAM Authentication Layer,Token Hijacking,24.359,75.77,1
SEC_MD5_003117,Apple Inc.,Edge Computing Node,Vector Injection,6.771,54.38,0
SEC_MD5_003118,Microsoft Corp.,IAM Authentication Layer,Vector Injection,10.075,55.64,0
SEC_MD5_003119,Microsoft Corp.,IAM Authentication Layer,Vector Injection,29.227,83.56,1
SEC_MD5_003120,Alphabet Inc.,IAM Authentication Layer,Token Hijacking,3.307,14.59,0
SEC_MD5_003121,Microsoft Corp.,Edge Computing Node,Zero-Day Vulnerability,12.107,57.69,0
SEC_MD5_003122,Apple Inc.,Distributed Core Database,Zero-Day Vulnerability,4.621,45.29,0
SEC_MD5_003123,Meta Platforms,IAM Authentication Layer,Token Hijacking,11.468,58.11,0
SEC_MD5_003124,Amazon Web Services,API Gateway Endpoint,Exfiltration Attempt,8.436,41.85,0
SEC_MD5_003125,Microsoft Corp.,Distributed Core Database,Vector Injection,20.114,60.72,0
SEC_MD5_003126,Microsoft Corp.,Edge Computing Node,Zero-Day Vulnerability,3.543,55.14,0
SEC_MD5_003127,Apple Inc.,Edge Computing Node,Vector Injection,12.68,65.3,0
SEC_MD5_003128,Apple Inc.,Distributed Core Database,Exfiltration Attempt,3.436,39.42,0
SEC_MD5_003129,Apple Inc.,IAM Authentication Layer,Exfiltration Attempt,8.331,51.65,0
SEC_MD5_003130,Microsoft Corp.,Distributed Core Database,Exfiltration Attempt,7.456,27.37,0
SEC_MD5_003131,Alphabet Inc.,IAM Authentication Layer,Zero-Day Vulnerability,4.975,44.03,0
SEC_MD5_003132,Apple Inc.,Edge Computing Node,Vector Injection,12.636,72.71,1
SEC_MD5_003133,Amazon Web Services,IAM Authentication Layer,Vector Injection,14.834,46.51,0
SEC_MD5_003134,Meta Platforms,API Gateway Endpoint,Token Hijacking,16.96,66.25,0
SEC_MD5_003135,Amazon Web Services,API Gateway Endpoint,Token Hijacking,45.66,89.47,1
SEC_MD5_003136,Amazon Web Services,API Gateway Endpoint,Exfiltration Attempt,20.083,52.23,0
SEC_MD5_003137,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,32.943,100.0,1
SEC_MD5_003138,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,8.284,64.42,0
SEC_MD5_003139,Microsoft Corp.,IAM Authentication Layer,Vector Injection,18.62,67.02,0
SEC_MD5_003140,Alphabet Inc.,API Gateway Endpoint,Vector Injection,45.046,100.0,1
SEC_MD5_003141,Amazon Web Services,Distributed Core Database,Exfiltration Attempt,12.564,43.76,0
SEC_MD5_003142,Microsoft Corp.,Edge Computing Node,Zero-Day Vulnerability,15.798,48.87,0
