Incident_ID,Attack_Vector,Infrastructure_Zone,Payload_Volume_MB,Neural_Anomaly_Score,Breach_Status
SEC_003093,Ransomware Core Payload,Cloud Edge Cluster,836.1,80.93,1
SEC_003094,Ransomware Core Payload,Cloud Edge Cluster,106.01,33.36,0
SEC_003095,DDoS Flooding,DMZ Proxy Subnet,514.27,47.26,0
SEC_003096,DDoS Flooding,Cloud Edge Cluster,1709.65,100.0,1
SEC_003097,Ransomware Core Payload,DMZ Proxy Subnet,60.36,15.17,0
SEC_003098,SQL Injection Spectrum,DMZ Proxy Subnet,15.76,27.73,0
SEC_003099,Phishing API Exfiltration,DMZ Proxy Subnet,267.79,51.88,0
SEC_003100,SQL Injection Spectrum,DMZ Proxy Subnet,55.74,41.86,0
SEC_003101,SQL Injection Spectrum,DMZ Proxy Subnet,632.93,51.26,0
SEC_003102,Phishing API Exfiltration,DMZ Proxy Subnet,1118.91,78.02,1
SEC_003103,DDoS Flooding,Cloud Edge Cluster,268.14,28.36,0
SEC_003104,SQL Injection Spectrum,On-Prem Gateway,146.71,46.42,0
SEC_003105,DDoS Flooding,On-Prem Gateway,268.44,39.57,0
SEC_003106,Phishing API Exfiltration,DMZ Proxy Subnet,590.41,49.48,0
SEC_003107,SQL Injection Spectrum,Cloud Edge Cluster,16.09,25.22,0
SEC_003108,DDoS Flooding,DMZ Proxy Subnet,412.62,45.56,0
SEC_003109,DDoS Flooding,Cloud Edge Cluster,439.54,40.86,0
SEC_003110,SQL Injection Spectrum,DMZ Proxy Subnet,468.86,58.63,0
SEC_003111,Phishing API Exfiltration,DMZ Proxy Subnet,136.7,29.54,0
SEC_003112,Ransomware Core Payload,On-Prem Gateway,575.38,76.91,1
SEC_003113,DDoS Flooding,Cloud Edge Cluster,55.13,54.18,0
SEC_003114,Phishing API Exfiltration,Cloud Edge Cluster,112.0,21.11,0
SEC_003115,SQL Injection Spectrum,On-Prem Gateway,956.73,69.31,1
SEC_003116,DDoS Flooding,On-Prem Gateway,615.98,44.88,0
SEC_003117,DDoS Flooding,On-Prem Gateway,18.23,25.83,0
SEC_003118,DDoS Flooding,On-Prem Gateway,140.48,65.66,1
SEC_003119,Phishing API Exfiltration,Cloud Edge Cluster,120.59,30.21,0
SEC_003120,DDoS Flooding,Cloud Edge Cluster,154.12,41.57,0
SEC_003121,DDoS Flooding,On-Prem Gateway,140.0,43.72,0
SEC_003122,SQL Injection Spectrum,DMZ Proxy Subnet,41.05,16.63,0
SEC_003123,DDoS Flooding,DMZ Proxy Subnet,288.4,28.71,0
SEC_003124,Phishing API Exfiltration,DMZ Proxy Subnet,605.78,36.14,0
SEC_003125,SQL Injection Spectrum,DMZ Proxy Subnet,431.97,33.99,0
SEC_003126,Ransomware Core Payload,Cloud Edge Cluster,514.83,7.84,0
SEC_003127,SQL Injection Spectrum,Cloud Edge Cluster,50.08,40.17,0
SEC_003128,DDoS Flooding,Cloud Edge Cluster,1373.7,100.0,1
SEC_003129,Ransomware Core Payload,DMZ Proxy Subnet,832.44,65.51,1
SEC_003130,SQL Injection Spectrum,On-Prem Gateway,747.85,38.67,0
SEC_003131,DDoS Flooding,DMZ Proxy Subnet,791.18,52.01,0
SEC_003132,SQL Injection Spectrum,Cloud Edge Cluster,1226.44,72.17,1
SEC_003133,Phishing API Exfiltration,DMZ Proxy Subnet,365.62,29.36,0
SEC_003134,DDoS Flooding,On-Prem Gateway,112.57,47.41,0
SEC_003135,Phishing API Exfiltration,On-Prem Gateway,443.62,59.9,0
SEC_003136,DDoS Flooding,DMZ Proxy Subnet,623.2,37.6,0
SEC_003137,Phishing API Exfiltration,Cloud Edge Cluster,614.59,65.46,1
SEC_003138,Ransomware Core Payload,Cloud Edge Cluster,343.65,66.65,1
SEC_003139,Phishing API Exfiltration,Cloud Edge Cluster,43.91,60.29,0
SEC_003140,SQL Injection Spectrum,DMZ Proxy Subnet,220.71,81.81,1
SEC_003141,DDoS Flooding,Cloud Edge Cluster,1152.91,62.59,0
SEC_003142,SQL Injection Spectrum,DMZ Proxy Subnet,407.17,88.65,1
SEC_003143,Phishing API Exfiltration,Cloud Edge Cluster,359.81,39.08,0
SEC_003144,DDoS Flooding,On-Prem Gateway,152.91,27.23,0
SEC_003145,Phishing API Exfiltration,On-Prem Gateway,218.81,43.66,0
SEC_003146,Ransomware Core Payload,Cloud Edge Cluster,1027.69,62.38,0
SEC_003147,Ransomware Core Payload,DMZ Proxy Subnet,506.1,56.23,0
SEC_003148,Ransomware Core Payload,Cloud Edge Cluster,708.73,38.55,0
SEC_003149,Phishing API Exfiltration,DMZ Proxy Subnet,284.6,37.8,0
SEC_003150,Phishing API Exfiltration,On-Prem Gateway,459.71,67.67,1
SEC_003151,Ransomware Core Payload,DMZ Proxy Subnet,140.49,34.76,0
SEC_003152,Phishing API Exfiltration,Cloud Edge Cluster,562.05,54.61,0
SEC_003153,SQL Injection Spectrum,On-Prem Gateway,263.06,47.65,0
SEC_003154,Phishing API Exfiltration,DMZ Proxy Subnet,274.97,58.56,0
SEC_003155,SQL Injection Spectrum,DMZ Proxy Subnet,483.55,24.51,0
SEC_003156,Ransomware Core Payload,On-Prem Gateway,1250.97,88.81,1
SEC_003157,Phishing API Exfiltration,Cloud Edge Cluster,41.77,27.65,0
SEC_003158,Ransomware Core Payload,On-Prem Gateway,795.68,64.33,0
SEC_003159,DDoS Flooding,Cloud Edge Cluster,167.63,52.6,0
SEC_003160,Phishing API Exfiltration,Cloud Edge Cluster,276.08,23.13,0
SEC_003161,Phishing API Exfiltration,DMZ Proxy Subnet,21.97,15.69,0
SEC_003162,Ransomware Core Payload,Cloud Edge Cluster,173.18,7.9,0
SEC_003163,Ransomware Core Payload,Cloud Edge Cluster,326.29,34.81,0
SEC_003164,Ransomware Core Payload,On-Prem Gateway,38.02,51.48,0
SEC_003165,DDoS Flooding,On-Prem Gateway,315.97,40.83,0
SEC_003166,DDoS Flooding,Cloud Edge Cluster,1190.47,57.52,0
SEC_003167,Ransomware Core Payload,DMZ Proxy Subnet,62.12,25.2,0
SEC_003168,Phishing API Exfiltration,On-Prem Gateway,662.61,34.19,0
SEC_003169,Phishing API Exfiltration,DMZ Proxy Subnet,249.18,23.09,0
SEC_003170,Ransomware Core Payload,On-Prem Gateway,491.12,55.48,0
SEC_003171,SQL Injection Spectrum,On-Prem Gateway,147.64,18.3,0
SEC_003172,DDoS Flooding,Cloud Edge Cluster,90.19,50.3,0
SEC_003173,DDoS Flooding,On-Prem Gateway,90.71,32.56,0
SEC_003174,SQL Injection Spectrum,On-Prem Gateway,44.89,33.08,0
SEC_003175,Ransomware Core Payload,DMZ Proxy Subnet,104.41,30.0,0
SEC_003176,Phishing API Exfiltration,On-Prem Gateway,503.08,61.72,0
SEC_003177,Phishing API Exfiltration,On-Prem Gateway,972.5,80.65,1
SEC_003178,DDoS Flooding,DMZ Proxy Subnet,769.21,65.79,1
SEC_003179,SQL Injection Spectrum,Cloud Edge Cluster,532.02,59.75,0
SEC_003180,Phishing API Exfiltration,Cloud Edge Cluster,64.66,29.41,0
SEC_003181,DDoS Flooding,On-Prem Gateway,165.61,44.76,0
SEC_003182,Phishing API Exfiltration,On-Prem Gateway,178.85,32.09,0
SEC_003183,Phishing API Exfiltration,DMZ Proxy Subnet,141.43,35.69,0
SEC_003184,Phishing API Exfiltration,Cloud Edge Cluster,337.63,39.39,0
SEC_003185,DDoS Flooding,Cloud Edge Cluster,357.11,37.43,0
SEC_003186,SQL Injection Spectrum,Cloud Edge Cluster,210.64,28.09,0
SEC_003187,Ransomware Core Payload,DMZ Proxy Subnet,208.48,45.35,0
SEC_003188,SQL Injection Spectrum,DMZ Proxy Subnet,805.57,81.88,1
SEC_003189,Phishing API Exfiltration,DMZ Proxy Subnet,712.78,76.08,1
SEC_003190,SQL Injection Spectrum,On-Prem Gateway,177.54,18.25,0
SEC_003191,Phishing API Exfiltration,Cloud Edge Cluster,1114.93,93.94,1
SEC_003192,DDoS Flooding,On-Prem Gateway,1386.16,80.67,1
SEC_003193,DDoS Flooding,On-Prem Gateway,190.03,46.61,0
SEC_003194,DDoS Flooding,DMZ Proxy Subnet,208.93,24.76,0
SEC_003195,Phishing API Exfiltration,Cloud Edge Cluster,329.02,45.29,0
SEC_003196,SQL Injection Spectrum,On-Prem Gateway,1286.52,86.17,1
SEC_003197,Ransomware Core Payload,Cloud Edge Cluster,952.52,45.83,0
SEC_003198,Ransomware Core Payload,On-Prem Gateway,60.7,41.55,0
SEC_003199,DDoS Flooding,DMZ Proxy Subnet,236.45,59.65,0
SEC_003200,Ransomware Core Payload,On-Prem Gateway,374.71,42.37,0
SEC_003201,Phishing API Exfiltration,DMZ Proxy Subnet,326.74,63.47,0
SEC_003202,SQL Injection Spectrum,Cloud Edge Cluster,108.98,31.51,0
SEC_003203,Ransomware Core Payload,On-Prem Gateway,892.96,78.46,1
SEC_003204,Ransomware Core Payload,On-Prem Gateway,520.46,17.54,0
SEC_003205,SQL Injection Spectrum,DMZ Proxy Subnet,830.82,99.51,1
SEC_003206,Ransomware Core Payload,DMZ Proxy Subnet,892.8,88.14,1
SEC_003207,SQL Injection Spectrum,Cloud Edge Cluster,632.88,51.05,0
SEC_003208,Phishing API Exfiltration,DMZ Proxy Subnet,272.28,11.31,0
SEC_003209,Phishing API Exfiltration,Cloud Edge Cluster,436.36,51.77,0
SEC_003210,Phishing API Exfiltration,On-Prem Gateway,90.65,11.97,0
SEC_003211,DDoS Flooding,Cloud Edge Cluster,515.9,57.31,0
SEC_003212,Phishing API Exfiltration,Cloud Edge Cluster,100.89,40.21,0
SEC_003213,Ransomware Core Payload,Cloud Edge Cluster,544.8,37.67,0
SEC_003214,DDoS Flooding,On-Prem Gateway,129.38,51.99,0
SEC_003215,DDoS Flooding,On-Prem Gateway,68.27,44.81,0
SEC_003216,DDoS Flooding,DMZ Proxy Subnet,93.3,48.37,0
SEC_003217,Phishing API Exfiltration,Cloud Edge Cluster,12.9,30.65,0
SEC_003218,DDoS Flooding,On-Prem Gateway,582.81,32.08,0
SEC_003219,Phishing API Exfiltration,Cloud Edge Cluster,605.22,68.88,1
SEC_003220,Phishing API Exfiltration,Cloud Edge Cluster,337.56,39.45,0
SEC_003221,DDoS Flooding,Cloud Edge Cluster,91.19,12.8,0
SEC_003222,DDoS Flooding,On-Prem Gateway,51.26,52.33,0
SEC_003223,Ransomware Core Payload,Cloud Edge Cluster,20.69,62.32,0
SEC_003224,DDoS Flooding,Cloud Edge Cluster,93.55,33.12,0
SEC_003225,Phishing API Exfiltration,DMZ Proxy Subnet,1008.79,100.0,1
SEC_003226,Ransomware Core Payload,Cloud Edge Cluster,136.41,36.83,0
SEC_003227,Ransomware Core Payload,DMZ Proxy Subnet,208.82,32.65,0
SEC_003228,Phishing API Exfiltration,Cloud Edge Cluster,62.09,23.03,0
SEC_003229,DDoS Flooding,DMZ Proxy Subnet,125.17,59.56,0
SEC_003230,DDoS Flooding,On-Prem Gateway,341.56,31.96,0
SEC_003231,SQL Injection Spectrum,On-Prem Gateway,433.14,58.35,0
SEC_003232,DDoS Flooding,Cloud Edge Cluster,138.68,27.16,0
SEC_003233,SQL Injection Spectrum,DMZ Proxy Subnet,38.76,24.65,0
SEC_003234,Ransomware Core Payload,On-Prem Gateway,235.2,54.86,0
SEC_003235,Ransomware Core Payload,Cloud Edge Cluster,132.08,29.58,0
SEC_003236,Ransomware Core Payload,Cloud Edge Cluster,123.55,28.87,0
SEC_003237,SQL Injection Spectrum,DMZ Proxy Subnet,1458.95,100.0,1
SEC_003238,Phishing API Exfiltration,DMZ Proxy Subnet,443.05,71.68,1
SEC_003239,Phishing API Exfiltration,Cloud Edge Cluster,378.26,54.8,0
SEC_003240,Ransomware Core Payload,DMZ Proxy Subnet,253.86,30.33,0
SEC_003241,SQL Injection Spectrum,DMZ Proxy Subnet,264.12,32.91,0
SEC_003242,SQL Injection Spectrum,On-Prem Gateway,362.32,45.69,0
SEC_003243,Ransomware Core Payload,DMZ Proxy Subnet,548.46,56.75,0
SEC_003244,DDoS Flooding,Cloud Edge Cluster,557.02,37.46,0
SEC_003245,Ransomware Core Payload,DMZ Proxy Subnet,96.77,44.72,0
SEC_003246,SQL Injection Spectrum,Cloud Edge Cluster,324.02,44.24,0
SEC_003247,DDoS Flooding,Cloud Edge Cluster,250.93,14.3,0
SEC_003248,Phishing API Exfiltration,DMZ Proxy Subnet,931.93,53.34,0
SEC_003249,DDoS Flooding,DMZ Proxy Subnet,461.14,40.88,0
SEC_003250,Phishing API Exfiltration,DMZ Proxy Subnet,354.16,43.07,0
SEC_003251,SQL Injection Spectrum,On-Prem Gateway,67.18,61.03,0
SEC_003252,Ransomware Core Payload,On-Prem Gateway,430.72,50.8,0
SEC_003253,Ransomware Core Payload,DMZ Proxy Subnet,68.1,20.11,0
SEC_003254,Ransomware Core Payload,Cloud Edge Cluster,197.08,41.19,0
SEC_003255,Ransomware Core Payload,DMZ Proxy Subnet,81.36,27.97,0
SEC_003256,Ransomware Core Payload,On-Prem Gateway,542.05,56.55,0
SEC_003257,SQL Injection Spectrum,On-Prem Gateway,115.95,43.35,0
SEC_003258,SQL Injection Spectrum,DMZ Proxy Subnet,235.81,57.57,0
SEC_003259,Ransomware Core Payload,Cloud Edge Cluster,1029.11,70.8,1
SEC_003260,DDoS Flooding,Cloud Edge Cluster,114.85,59.18,0
SEC_003261,Ransomware Core Payload,On-Prem Gateway,331.0,56.86,0
SEC_003262,Phishing API Exfiltration,On-Prem Gateway,256.56,29.65,0
SEC_003263,Phishing API Exfiltration,On-Prem Gateway,20.23,63.96,0
SEC_003264,Phishing API Exfiltration,Cloud Edge Cluster,720.24,63.71,0
SEC_003265,Phishing API Exfiltration,On-Prem Gateway,44.2,19.24,0
SEC_003266,Ransomware Core Payload,On-Prem Gateway,301.32,66.85,1
SEC_003267,Phishing API Exfiltration,Cloud Edge Cluster,382.14,76.45,1
SEC_003268,DDoS Flooding,On-Prem Gateway,457.5,47.8,0
SEC_003269,Ransomware Core Payload,On-Prem Gateway,537.05,43.93,0
SEC_003270,Phishing API Exfiltration,DMZ Proxy Subnet,143.42,33.15,0
SEC_003271,Ransomware Core Payload,On-Prem Gateway,16.51,41.38,0
SEC_003272,Ransomware Core Payload,DMZ Proxy Subnet,590.4,72.78,1
SEC_003273,Ransomware Core Payload,On-Prem Gateway,357.21,52.85,0
SEC_003274,SQL Injection Spectrum,On-Prem Gateway,825.87,64.56,0
SEC_003275,Phishing API Exfiltration,DMZ Proxy Subnet,787.14,83.96,1
SEC_003276,SQL Injection Spectrum,On-Prem Gateway,846.12,59.15,0
SEC_003277,DDoS Flooding,DMZ Proxy Subnet,310.7,57.89,0
SEC_003278,DDoS Flooding,On-Prem Gateway,194.66,33.47,0
SEC_003279,SQL Injection Spectrum,DMZ Proxy Subnet,717.64,65.17,1
SEC_003280,Phishing API Exfiltration,DMZ Proxy Subnet,282.09,39.58,0
SEC_003281,Ransomware Core Payload,On-Prem Gateway,103.2,33.29,0
SEC_003282,DDoS Flooding,On-Prem Gateway,880.88,59.57,0
SEC_003283,DDoS Flooding,DMZ Proxy Subnet,975.82,89.21,1
SEC_003284,DDoS Flooding,Cloud Edge Cluster,294.57,30.79,0
SEC_003285,Phishing API Exfiltration,On-Prem Gateway,47.42,20.79,0
SEC_003286,SQL Injection Spectrum,On-Prem Gateway,232.83,71.13,1
SEC_003287,SQL Injection Spectrum,Cloud Edge Cluster,744.28,74.44,1
SEC_003288,Phishing API Exfiltration,Cloud Edge Cluster,1056.22,36.47,0
SEC_003289,DDoS Flooding,DMZ Proxy Subnet,114.37,26.1,0
SEC_003290,Phishing API Exfiltration,On-Prem Gateway,43.19,4.55,0
SEC_003291,Phishing API Exfiltration,DMZ Proxy Subnet,956.29,53.99,0
SEC_003292,SQL Injection Spectrum,On-Prem Gateway,233.99,0.0,0
SEC_003293,Phishing API Exfiltration,Cloud Edge Cluster,363.16,42.47,0
SEC_003294,Phishing API Exfiltration,DMZ Proxy Subnet,1561.84,75.34,1
SEC_003295,DDoS Flooding,On-Prem Gateway,43.0,32.62,0
SEC_003296,Ransomware Core Payload,On-Prem Gateway,482.26,24.91,0
SEC_003297,DDoS Flooding,Cloud Edge Cluster,46.65,33.11,0
SEC_003298,SQL Injection Spectrum,Cloud Edge Cluster,223.84,32.73,0
SEC_003299,Ransomware Core Payload,On-Prem Gateway,744.91,82.33,1
SEC_003300,DDoS Flooding,Cloud Edge Cluster,267.7,61.88,0
SEC_003301,Phishing API Exfiltration,Cloud Edge Cluster,2654.33,100.0,1
SEC_003302,Phishing API Exfiltration,DMZ Proxy Subnet,380.48,40.32,0
SEC_003303,Ransomware Core Payload,On-Prem Gateway,186.32,67.23,1
SEC_003304,Ransomware Core Payload,DMZ Proxy Subnet,123.87,11.66,0
SEC_003305,Phishing API Exfiltration,Cloud Edge Cluster,206.21,17.2,0
SEC_003306,SQL Injection Spectrum,On-Prem Gateway,221.73,37.61,0
SEC_003307,DDoS Flooding,Cloud Edge Cluster,44.03,65.57,1
SEC_003308,Phishing API Exfiltration,Cloud Edge Cluster,219.61,35.75,0
SEC_003309,DDoS Flooding,On-Prem Gateway,292.83,38.96,0
SEC_003310,DDoS Flooding,Cloud Edge Cluster,589.26,31.94,0
SEC_003311,DDoS Flooding,DMZ Proxy Subnet,493.16,63.92,0
SEC_003312,DDoS Flooding,On-Prem Gateway,567.13,66.98,1
SEC_003313,SQL Injection Spectrum,Cloud Edge Cluster,15.78,42.47,0
SEC_003314,SQL Injection Spectrum,Cloud Edge Cluster,122.46,25.46,0
SEC_003315,SQL Injection Spectrum,Cloud Edge Cluster,499.7,39.39,0
SEC_003316,Phishing API Exfiltration,On-Prem Gateway,309.73,22.99,0
SEC_003317,Phishing API Exfiltration,DMZ Proxy Subnet,14.4,31.83,0
SEC_003318,Phishing API Exfiltration,Cloud Edge Cluster,746.48,43.65,0
SEC_003319,SQL Injection Spectrum,Cloud Edge Cluster,678.89,39.49,0
SEC_003320,DDoS Flooding,Cloud Edge Cluster,369.75,38.43,0
SEC_003321,SQL Injection Spectrum,On-Prem Gateway,42.95,24.38,0
SEC_003322,Phishing API Exfiltration,Cloud Edge Cluster,666.59,48.59,0
SEC_003323,Ransomware Core Payload,Cloud Edge Cluster,406.37,53.25,0
SEC_003324,Phishing API Exfiltration,Cloud Edge Cluster,697.38,59.08,0
SEC_003325,DDoS Flooding,On-Prem Gateway,638.99,51.24,0
SEC_003326,SQL Injection Spectrum,DMZ Proxy Subnet,743.05,62.47,0
SEC_003327,Ransomware Core Payload,On-Prem Gateway,340.42,28.74,0
SEC_003328,Ransomware Core Payload,DMZ Proxy Subnet,80.04,34.78,0
SEC_003329,DDoS Flooding,DMZ Proxy Subnet,512.48,52.76,0
SEC_003330,SQL Injection Spectrum,On-Prem Gateway,447.97,25.37,0
SEC_003331,Ransomware Core Payload,Cloud Edge Cluster,622.1,69.82,1
SEC_003332,Phishing API Exfiltration,DMZ Proxy Subnet,95.78,20.61,0
SEC_003333,DDoS Flooding,Cloud Edge Cluster,109.6,35.74,0
SEC_003334,Ransomware Core Payload,DMZ Proxy Subnet,1006.95,87.74,1
SEC_003335,DDoS Flooding,Cloud Edge Cluster,635.79,69.32,1
SEC_003336,SQL Injection Spectrum,Cloud Edge Cluster,1086.8,73.99,1
SEC_003337,SQL Injection Spectrum,On-Prem Gateway,651.8,50.63,0
SEC_003338,SQL Injection Spectrum,Cloud Edge Cluster,421.14,61.06,0
SEC_003339,Phishing API Exfiltration,DMZ Proxy Subnet,489.77,59.71,0
SEC_003340,Ransomware Core Payload,Cloud Edge Cluster,1001.72,60.79,0
SEC_003341,SQL Injection Spectrum,Cloud Edge Cluster,401.1,34.12,0
SEC_003342,Phishing API Exfiltration,Cloud Edge Cluster,462.33,17.41,0
SEC_003343,SQL Injection Spectrum,DMZ Proxy Subnet,88.58,35.85,0
SEC_003344,SQL Injection Spectrum,DMZ Proxy Subnet,301.04,40.8,0
SEC_003345,Ransomware Core Payload,DMZ Proxy Subnet,579.08,70.21,1
SEC_003346,Phishing API Exfiltration,Cloud Edge Cluster,154.2,41.55,0
SEC_003347,SQL Injection Spectrum,On-Prem Gateway,113.68,54.56,0
SEC_003348,Phishing API Exfiltration,DMZ Proxy Subnet,181.48,26.8,0
SEC_003349,Phishing API Exfiltration,Cloud Edge Cluster,136.39,52.53,0
SEC_003350,SQL Injection Spectrum,DMZ Proxy Subnet,120.88,26.9,0
SEC_003351,SQL Injection Spectrum,On-Prem Gateway,260.91,52.1,0
SEC_003352,DDoS Flooding,Cloud Edge Cluster,1084.9,51.51,0
SEC_003353,Ransomware Core Payload,DMZ Proxy Subnet,330.32,46.74,0
SEC_003354,SQL Injection Spectrum,DMZ Proxy Subnet,105.67,4.46,0
SEC_003355,DDoS Flooding,On-Prem Gateway,48.04,27.91,0
SEC_003356,Ransomware Core Payload,DMZ Proxy Subnet,548.06,58.53,0
SEC_003357,SQL Injection Spectrum,Cloud Edge Cluster,229.15,31.35,0
SEC_003358,Phishing API Exfiltration,Cloud Edge Cluster,788.26,45.77,0
SEC_003359,Ransomware Core Payload,On-Prem Gateway,496.82,62.56,0
SEC_003360,Phishing API Exfiltration,On-Prem Gateway,727.87,57.56,0
SEC_003361,DDoS Flooding,On-Prem Gateway,154.82,28.85,0
SEC_003362,SQL Injection Spectrum,Cloud Edge Cluster,542.47,52.33,0
SEC_003363,DDoS Flooding,On-Prem Gateway,149.97,75.55,1
SEC_003364,SQL Injection Spectrum,DMZ Proxy Subnet,1271.1,98.15,1
SEC_003365,SQL Injection Spectrum,DMZ Proxy Subnet,467.23,66.13,1
SEC_003366,Phishing API Exfiltration,Cloud Edge Cluster,188.54,44.07,0
SEC_003367,DDoS Flooding,DMZ Proxy Subnet,153.32,38.63,0
SEC_003368,Phishing API Exfiltration,On-Prem Gateway,107.34,0.0,0
SEC_003369,Phishing API Exfiltration,DMZ Proxy Subnet,545.82,41.65,0
SEC_003370,Phishing API Exfiltration,On-Prem Gateway,123.07,27.71,0
SEC_003371,DDoS Flooding,DMZ Proxy Subnet,419.08,18.64,0
SEC_003372,SQL Injection Spectrum,Cloud Edge Cluster,150.32,18.65,0
SEC_003373,SQL Injection Spectrum,On-Prem Gateway,500.08,20.29,0
SEC_003374,DDoS Flooding,DMZ Proxy Subnet,771.18,60.27,0
SEC_003375,SQL Injection Spectrum,Cloud Edge Cluster,689.34,69.85,1
SEC_003376,DDoS Flooding,DMZ Proxy Subnet,655.8,72.83,1
SEC_003377,DDoS Flooding,Cloud Edge Cluster,105.56,40.44,0
SEC_003378,SQL Injection Spectrum,DMZ Proxy Subnet,53.64,17.69,0
SEC_003379,Ransomware Core Payload,On-Prem Gateway,552.21,23.11,0
SEC_003380,Phishing API Exfiltration,On-Prem Gateway,218.74,12.4,0
SEC_003381,DDoS Flooding,On-Prem Gateway,266.81,21.64,0
SEC_003382,DDoS Flooding,On-Prem Gateway,26.24,17.72,0
SEC_003383,Ransomware Core Payload,On-Prem Gateway,147.24,33.49,0
SEC_003384,DDoS Flooding,DMZ Proxy Subnet,27.42,15.88,0
SEC_003385,DDoS Flooding,DMZ Proxy Subnet,963.08,73.61,1
SEC_003386,SQL Injection Spectrum,DMZ Proxy Subnet,137.51,32.02,0
SEC_003387,SQL Injection Spectrum,DMZ Proxy Subnet,378.73,45.31,0
SEC_003388,Ransomware Core Payload,On-Prem Gateway,29.89,48.3,0
SEC_003389,DDoS Flooding,Cloud Edge Cluster,506.62,32.56,0
SEC_003390,Phishing API Exfiltration,On-Prem Gateway,187.56,43.78,0
SEC_003391,SQL Injection Spectrum,DMZ Proxy Subnet,1038.9,71.35,1
SEC_003392,Phishing API Exfiltration,On-Prem Gateway,997.64,64.9,0
SEC_003393,Phishing API Exfiltration,On-Prem Gateway,189.06,50.84,0
SEC_003394,Ransomware Core Payload,On-Prem Gateway,1052.51,85.29,1
SEC_003395,Ransomware Core Payload,Cloud Edge Cluster,2514.75,100.0,1
SEC_003396,DDoS Flooding,On-Prem Gateway,797.41,59.16,0
SEC_003397,Ransomware Core Payload,On-Prem Gateway,850.58,68.24,1
SEC_003398,SQL Injection Spectrum,Cloud Edge Cluster,140.86,31.54,0
SEC_003399,DDoS Flooding,On-Prem Gateway,398.86,54.73,0
SEC_003400,DDoS Flooding,On-Prem Gateway,43.33,35.95,0
SEC_003401,Phishing API Exfiltration,On-Prem Gateway,56.88,59.76,0
SEC_003402,Phishing API Exfiltration,On-Prem Gateway,3074.59,100.0,1
SEC_003403,Phishing API Exfiltration,On-Prem Gateway,189.96,35.76,0
SEC_003404,DDoS Flooding,DMZ Proxy Subnet,632.58,41.68,0
SEC_003405,Ransomware Core Payload,On-Prem Gateway,751.5,69.12,1
SEC_003406,Ransomware Core Payload,Cloud Edge Cluster,890.44,41.36,0
SEC_003407,Ransomware Core Payload,On-Prem Gateway,2731.87,100.0,1
SEC_003408,DDoS Flooding,DMZ Proxy Subnet,136.38,26.0,0
SEC_003409,DDoS Flooding,Cloud Edge Cluster,30.53,20.21,0
SEC_003410,DDoS Flooding,Cloud Edge Cluster,250.34,18.32,0
SEC_003411,DDoS Flooding,On-Prem Gateway,74.71,26.01,0
SEC_003412,DDoS Flooding,DMZ Proxy Subnet,22.21,47.16,0
SEC_003413,Ransomware Core Payload,On-Prem Gateway,213.13,38.15,0
SEC_003414,DDoS Flooding,DMZ Proxy Subnet,701.07,67.46,1
SEC_003415,Ransomware Core Payload,DMZ Proxy Subnet,387.81,70.48,1
SEC_003416,DDoS Flooding,On-Prem Gateway,180.79,41.19,0
SEC_003417,Ransomware Core Payload,DMZ Proxy Subnet,490.04,41.22,0
SEC_003418,SQL Injection Spectrum,On-Prem Gateway,130.8,42.24,0
SEC_003419,SQL Injection Spectrum,DMZ Proxy Subnet,18.52,22.58,0
SEC_003420,Ransomware Core Payload,Cloud Edge Cluster,662.44,48.93,0
SEC_003421,SQL Injection Spectrum,On-Prem Gateway,451.87,25.28,0
SEC_003422,SQL Injection Spectrum,DMZ Proxy Subnet,658.54,70.24,1
SEC_003423,Ransomware Core Payload,Cloud Edge Cluster,29.87,25.4,0
SEC_003424,DDoS Flooding,Cloud Edge Cluster,828.63,65.88,1
SEC_003425,DDoS Flooding,Cloud Edge Cluster,446.85,32.33,0
SEC_003426,Ransomware Core Payload,Cloud Edge Cluster,384.93,51.94,0
SEC_003427,Phishing API Exfiltration,On-Prem Gateway,452.91,36.69,0
SEC_003428,Phishing API Exfiltration,DMZ Proxy Subnet,911.23,64.32,0
SEC_003429,SQL Injection Spectrum,Cloud Edge Cluster,409.87,59.56,0
SEC_003430,Phishing API Exfiltration,DMZ Proxy Subnet,403.39,58.0,0
SEC_003431,SQL Injection Spectrum,DMZ Proxy Subnet,2115.98,100.0,1
SEC_003432,DDoS Flooding,DMZ Proxy Subnet,648.11,29.4,0
SEC_003433,Ransomware Core Payload,On-Prem Gateway,274.77,85.88,1
SEC_003434,DDoS Flooding,On-Prem Gateway,565.02,78.79,1
SEC_003435,Ransomware Core Payload,Cloud Edge Cluster,233.87,50.19,0
SEC_003436,Phishing API Exfiltration,DMZ Proxy Subnet,128.96,23.86,0
SEC_003437,DDoS Flooding,On-Prem Gateway,420.8,45.13,0
SEC_003438,DDoS Flooding,On-Prem Gateway,1197.13,69.73,1
SEC_003439,SQL Injection Spectrum,On-Prem Gateway,1203.17,97.08,1
SEC_003440,Ransomware Core Payload,Cloud Edge Cluster,200.28,41.95,0
SEC_003441,Phishing API Exfiltration,On-Prem Gateway,349.54,32.22,0
SEC_003442,DDoS Flooding,DMZ Proxy Subnet,119.01,27.7,0
SEC_003443,Ransomware Core Payload,On-Prem Gateway,2456.96,100.0,1
